UNIQUE_ID,COMID,REACH,GNIS_NAME,OBS_CLASS,OBS_NAME,DATE,FEATURES,Feature_ID,OBJ_CLASS,EASTING,NORTHING,Comments,date,year,yday,month,stream
1068,23532005,BIG1,Big Creek,MONITOR,TA,08272001,14,14,Redd,645639,5003756,NA,2001-08-27,2001,239,8,Big
1069,23532005,BIG1,Big Creek,MONITOR,TA,08272001,15,15,Redd,645623,5003828,NA,2001-08-27,2001,239,8,Big
1070,23532007,BIG1,Big Creek,MONITOR,TA,08272001,16,16,Redd,645351,5004004,NA,2001-08-27,2001,239,8,Big
1071,23532007,BIG1,Big Creek,MONITOR,TA,08272001,17,17,Redd,645297,5003992,NA,2001-08-27,2001,239,8,Big
1072,23532007,BIG1,Big Creek,MONITOR,TA,08272001,18,18,Redd,645300,5004034,NA,2001-08-27,2001,239,8,Big
1073,23532009,BIG1,Big Creek,MONITOR,TA,08272001,19,19,Redd,645014,5004120,NA,2001-08-27,2001,239,8,Big
1074,23532009,BIG1,Big Creek,MONITOR,TA,08272001,20,20,Redd,644796,5004070,NA,2001-08-27,2001,239,8,Big
1075,23532009,BIG1,Big Creek,MONITOR,TA,08272001,21,21,Redd,644728,5004060,NA,2001-08-27,2001,239,8,Big
1076,23532009,BIG1,Big Creek,MONITOR,TA,08272001,22,22,Redd,644707,5004071,NA,2001-08-27,2001,239,8,Big
1077,23532009,BIG1,Big Creek,MONITOR,TA,08272001,23,23,Redd,644692,5004069,NA,2001-08-27,2001,239,8,Big
1078,23532009,BIG1,Big Creek,MONITOR,TA,08272001,24,24,Redd,644646,5004060,NA,2001-08-27,2001,239,8,Big
1079,23532033,BIG1,Big Creek,MONITOR,TA,08272001,25,25,Redd,644600,5004050,NA,2001-08-27,2001,239,8,Big
1080,23532033,BIG1,Big Creek,MONITOR,TA,08272001,26,26,Redd,644622,5004029,NA,2001-08-27,2001,239,8,Big
1081,23532033,BIG1,Big Creek,MONITOR,TA,08272001,27,27,Redd,644622,5004041,NA,2001-08-27,2001,239,8,Big
1082,23532033,BIG1,Big Creek,MONITOR,TA,08272001,28,28,Redd,644595,5004050,NA,2001-08-27,2001,239,8,Big
1083,23532033,BIG1,Big Creek,MONITOR,TA,08272001,29,29,Redd,644526,5004065,NA,2001-08-27,2001,239,8,Big
1084,23532033,BIG1,Big Creek,MONITOR,TA,08272001,30,30,Redd,644526,5004065,NA,2001-08-27,2001,239,8,Big
1085,23532033,BIG1,Big Creek,MONITOR,TA,08272001,31,31,Redd,644550,5004000,NA,2001-08-27,2001,239,8,Big
1086,23532033,BIG1,Big Creek,MONITOR,TA,08272001,32,32,Redd,644450,5004008,NA,2001-08-27,2001,239,8,Big
1087,23532033,BIG1,Big Creek,MONITOR,TA,08272001,33,33,Redd,644481,5003997,NA,2001-08-27,2001,239,8,Big
1088,23532033,BIG1,Big Creek,MONITOR,TA,08272001,34,34,Redd,644446,5004000,NA,2001-08-27,2001,239,8,Big
1089,23532033,BIG1,Big Creek,MONITOR,TA,08272001,35,35,Redd,644451,5003986,NA,2001-08-27,2001,239,8,Big
1090,23532033,BIG1,Big Creek,MONITOR,TA,08272001,36,36,Redd,644430,5003983,NA,2001-08-27,2001,239,8,Big
1091,23532033,BIG1,Big Creek,MONITOR,TA,08272001,37,37,Redd,644401,5003980,NA,2001-08-27,2001,239,8,Big
1092,23532033,BIG1,Big Creek,MONITOR,TA,08272001,38,38,Redd,644400,5003946,NA,2001-08-27,2001,239,8,Big
1093,23532033,BIG1,Big Creek,MONITOR,TA,08272001,39,39,Redd,644402,5003948,NA,2001-08-27,2001,239,8,Big
1094,23532033,BIG1,Big Creek,MONITOR,TA,08272001,40,40,Redd,644402,5003948,NA,2001-08-27,2001,239,8,Big
1095,23532033,BIG1,Big Creek,MONITOR,TA,08272001,41,41,Redd,644379,5003956,NA,2001-08-27,2001,239,8,Big
1096,23532033,BIG1,Big Creek,MONITOR,TA,08272001,42,42,Redd,644399,5003932,NA,2001-08-27,2001,239,8,Big
1097,23532033,BIG1,Big Creek,MONITOR,TA,08272001,43,43,Redd,644343,5003925,NA,2001-08-27,2001,239,8,Big
1098,23532033,BIG1,Big Creek,MONITOR,TA,08272001,44,44,Redd,644350,5003933,NA,2001-08-27,2001,239,8,Big
1099,23532033,BIG1,Big Creek,MONITOR,TA,08272001,45,45,Redd,644340,5003938,NA,2001-08-27,2001,239,8,Big
1100,23532033,BIG1,Big Creek,MONITOR,TA,08272001,46,46,Redd,644339,5003932,NA,2001-08-27,2001,239,8,Big
1101,23532033,BIG1,Big Creek,MONITOR,TA,08272001,47,47,Redd,644326,5003934,NA,2001-08-27,2001,239,8,Big
1102,23532033,BIG1,Big Creek,MONITOR,TA,08272001,48,48,Redd,644319,5003936,NA,2001-08-27,2001,239,8,Big
1103,23532033,BIG1,Big Creek,MONITOR,TA,08272001,49,49,Redd,644320,5003934,NA,2001-08-27,2001,239,8,Big
1104,23532033,BIG1,Big Creek,MONITOR,TA,08272001,50,50,Redd,644325,5003928,NA,2001-08-27,2001,239,8,Big
1105,23532033,BIG1,Big Creek,MONITOR,TA,08272001,51,51,Redd,644227,5003935,NA,2001-08-27,2001,239,8,Big
1106,23532033,BIG1,Big Creek,MONITOR,TA,08272001,52,52,Redd,644286,5003922,NA,2001-08-27,2001,239,8,Big
1107,23532033,BIG1,Big Creek,MONITOR,TA,08272001,53,53,Redd,644305,5003977,NA,2001-08-27,2001,239,8,Big
1108,23532033,BIG1,Big Creek,MONITOR,TA,08272001,54,54,Redd,644230,5003948,NA,2001-08-27,2001,239,8,Big
1109,23532033,BIG1,Big Creek,MONITOR,TA,08272001,55,55,Redd,644220,5003970,NA,2001-08-27,2001,239,8,Big
1110,23532033,BIG1,Big Creek,MONITOR,TA,08272001,56,56,Redd,644208,5003938,NA,2001-08-27,2001,239,8,Big
1111,23532033,BIG1,Big Creek,MONITOR,TA,08272001,57,57,Redd,644183,5003945,NA,2001-08-27,2001,239,8,Big
1112,23532033,BIG1,Big Creek,MONITOR,TA,08272001,58,58,Redd,644183,5003945,NA,2001-08-27,2001,239,8,Big
1113,23532033,BIG1,Big Creek,MONITOR,TA,08272001,59,59,Redd,644199,5003943,NA,2001-08-27,2001,239,8,Big
1114,23532033,BIG1,Big Creek,MONITOR,TA,08272001,60,60,Redd,644188,5003947,NA,2001-08-27,2001,239,8,Big
1115,23532033,BIG1,Big Creek,MONITOR,TA,08272001,61,61,Redd,644169,5003989,NA,2001-08-27,2001,239,8,Big
1116,23532033,BIG1,Big Creek,MONITOR,TA,08272001,62,62,Redd,644094,5003965,NA,2001-08-27,2001,239,8,Big
1117,23532033,BIG1,Big Creek,MONITOR,TA,08272001,63,63,Redd,644030,5003874,NA,2001-08-27,2001,239,8,Big
1118,23532033,BIG1,Big Creek,MONITOR,TA,08272001,64,64,Redd,643980,5003852,NA,2001-08-27,2001,239,8,Big
1119,23532033,BIG1,Big Creek,MONITOR,TA,08272001,65,65,Redd,643970,5003850,NA,2001-08-27,2001,239,8,Big
1120,23532033,BIG1,Big Creek,MONITOR,TA,08272001,66,66,Redd,643939,5003839,NA,2001-08-27,2001,239,8,Big
1121,23532033,BIG1,Big Creek,MONITOR,TA,08272001,67,67,Redd,643948,5003832,NA,2001-08-27,2001,239,8,Big
1122,23532033,BIG1,Big Creek,MONITOR,TA,08272001,68,68,Redd,643951,5003828,NA,2001-08-27,2001,239,8,Big
1123,23532033,BIG1,Big Creek,MONITOR,TA,08272001,69,69,Redd,643886,5003818,NA,2001-08-27,2001,239,8,Big
1124,23532033,BIG1,Big Creek,MONITOR,TA,08272001,70,70,Redd,643878,5003802,NA,2001-08-27,2001,239,8,Big
1125,23532033,BIG1,Big Creek,MONITOR,TA,08272001,71,71,Redd,643905,5003750,NA,2001-08-27,2001,239,8,Big
1126,23532033,BIG1,Big Creek,MONITOR,TA,08272001,72,72,Redd,643837,5003806,NA,2001-08-27,2001,239,8,Big
1127,23532033,BIG1,Big Creek,MONITOR,TA,08272001,73,73,Redd,643915,5003750,NA,2001-08-27,2001,239,8,Big
1128,23532033,BIG1,Big Creek,MONITOR,TA,08272001,74,74,Redd,643795,5003800,NA,2001-08-27,2001,239,8,Big
1129,23532033,BIG1,Big Creek,MONITOR,TA,08272001,75,75,Redd,643795,5003806,NA,2001-08-27,2001,239,8,Big
1130,23532033,BIG1,Big Creek,MONITOR,TA,08272001,76,76,Redd,643778,5003790,NA,2001-08-27,2001,239,8,Big
1131,23532033,BIG1,Big Creek,MONITOR,TA,08272001,77,77,Redd,643708,5003789,NA,2001-08-27,2001,239,8,Big
1132,23532033,BIG1,Big Creek,MONITOR,TA,08272001,78,78,Redd,643720,5003789,NA,2001-08-27,2001,239,8,Big
1133,23532033,BIG1,Big Creek,MONITOR,TA,08272001,79,79,Redd,643654,5003809,NA,2001-08-27,2001,239,8,Big
1134,23532033,BIG1,Big Creek,MONITOR,TA,08272001,80,80,Redd,643688,5003788,NA,2001-08-27,2001,239,8,Big
1135,23532033,BIG1,Big Creek,MONITOR,TA,08272001,81,81,Redd,643668,5003800,NA,2001-08-27,2001,239,8,Big
1136,23532033,BIG1,Big Creek,MONITOR,TA,08272001,82,82,Redd,643600,5003798,NA,2001-08-27,2001,239,8,Big
1137,23532033,BIG1,Big Creek,MONITOR,TA,08272001,83,83,Redd,643590,5003757,NA,2001-08-27,2001,239,8,Big
1138,23532033,BIG1,Big Creek,MONITOR,TA,08272001,84,84,Redd,643586,5003808,NA,2001-08-27,2001,239,8,Big
1139,23532033,BIG1,Big Creek,MONITOR,TA,08272001,85,85,Redd,643586,5003838,NA,2001-08-27,2001,239,8,Big
1140,23532033,BIG1,Big Creek,MONITOR,TA,08272001,86,86,Redd,643573,5003858,NA,2001-08-27,2001,239,8,Big
1141,23532033,BIG1,Big Creek,MONITOR,TA,08272001,87,87,Redd,643587,5003827,NA,2001-08-27,2001,239,8,Big
1142,23532033,BIG1,Big Creek,MONITOR,TA,08272001,88,88,Redd,643512,5003874,NA,2001-08-27,2001,239,8,Big
1143,23532033,BIG1,Big Creek,MONITOR,TA,08272001,89,89,Redd,643390,5003908,NA,2001-08-27,2001,239,8,Big
1144,23532033,BIG1,Big Creek,MONITOR,TA,08272001,90,90,Redd,643316,5003905,NA,2001-08-27,2001,239,8,Big
1145,23532033,BIG1,Big Creek,MONITOR,TA,08272001,91,91,Redd,643230,5003860,NA,2001-08-27,2001,239,8,Big
1146,23532033,BIG1,Big Creek,MONITOR,TA,08272001,92,92,Redd,643135,5003787,NA,2001-08-27,2001,239,8,Big
1147,23532033,BIG1,Big Creek,MONITOR,TA,08272001,93,93,Redd,643095,5003773,NA,2001-08-27,2001,239,8,Big
1148,23532035,BIG1,Big Creek,MONITOR,TA,08272001,94,94,Redd,642953,5003745,NA,2001-08-27,2001,239,8,Big
1149,23532035,BIG1,Big Creek,MONITOR,TA,08272001,95,95,Redd,642875,5003750,NA,2001-08-27,2001,239,8,Big
1150,23532035,BIG1,Big Creek,MONITOR,TA,08272001,96,96,Redd,642824,5003700,NA,2001-08-27,2001,239,8,Big
1151,23532035,BIG1,Big Creek,MONITOR,TA,08272001,97,97,Redd,642815,5003744,NA,2001-08-27,2001,239,8,Big
1152,23532035,BIG1,Big Creek,MONITOR,TA,08272001,98,98,Redd,642702,5003615,NA,2001-08-27,2001,239,8,Big
1153,23532035,BIG1,Big Creek,MONITOR,TA,08272001,99,99,Redd,642572,5003534,NA,2001-08-27,2001,239,8,Big
1154,23532035,BIG1,Big Creek,MONITOR,TA,08272001,100,100,Redd,642254,5003554,NA,2001-08-27,2001,239,8,Big
1155,23532035,BIG1,Big Creek,MONITOR,TA,08272001,101,101,Redd,642214,5003529,NA,2001-08-27,2001,239,8,Big
1156,23532035,BIG1,Big Creek,MONITOR,TA,08272001,102,102,Redd,642244,5003554,NA,2001-08-27,2001,239,8,Big
1157,23532039,BIG1,Big Creek,MONITOR,TA,08272001,103,103,Redd,641150,5003545,NA,2001-08-27,2001,239,8,Big
1158,23532035,BIG1,Big Creek,MONITOR,TA,08272001,104,104,Redd,642118,5003551,NA,2001-08-27,2001,239,8,Big
1159,23532035,BIG1,Big Creek,MONITOR,TA,08272001,105,105,Redd,642088,5003510,NA,2001-08-27,2001,239,8,Big
1160,23532035,BIG1,Big Creek,MONITOR,TA,08272001,106,106,Redd,642062,5003529,NA,2001-08-27,2001,239,8,Big
1161,23532035,BIG1,Big Creek,MONITOR,TA,08272001,107,107,Redd,642077,5003533,NA,2001-08-27,2001,239,8,Big
1162,23532035,BIG1,Big Creek,MONITOR,TA,08272001,108,108,Redd,642057,5003517,NA,2001-08-27,2001,239,8,Big
1163,23532035,BIG1,Big Creek,MONITOR,TA,08272001,109,109,Redd,642047,5003508,NA,2001-08-27,2001,239,8,Big
1164,23532035,BIG1,Big Creek,MONITOR,TA,08272001,110,110,Redd,642037,5003491,NA,2001-08-27,2001,239,8,Big
1165,23532035,BIG1,Big Creek,MONITOR,TA,08272001,111,111,Redd,641997,5003455,NA,2001-08-27,2001,239,8,Big
1166,23532105,BIG2,Big Creek,MONITOR,TA,08282001,1,1,Redd,632307,4997203,NA,2001-08-28,2001,240,8,Big
1167,23532105,BIG2,Big Creek,MONITOR,TA,08282001,2,2,Redd,632317,4997189,NA,2001-08-28,2001,240,8,Big
1168,23532105,BIG2,Big Creek,MONITOR,TA,08282001,3,3,Redd,632348,4997164,NA,2001-08-28,2001,240,8,Big
1169,23532105,BIG2,Big Creek,MONITOR,TA,08282001,4,4,Redd,632279,4997067,NA,2001-08-28,2001,240,8,Big
1170,23532105,BIG2,Big Creek,MONITOR,TA,08282001,5,5,Redd,632257,4997026,NA,2001-08-28,2001,240,8,Big
1171,23532105,BIG2,Big Creek,MONITOR,TA,08282001,6,6,Redd,632198,4996982,NA,2001-08-28,2001,240,8,Big
1172,23532105,BIG2,Big Creek,MONITOR,TA,08282001,7,7,Redd,632193,4996932,NA,2001-08-28,2001,240,8,Big
1173,23532105,BIG2,Big Creek,MONITOR,TA,08282001,8,8,Redd,632130,4996844,NA,2001-08-28,2001,240,8,Big
1174,23532105,BIG2,Big Creek,MONITOR,TA,08282001,9,9,Redd,631897,4996642,NA,2001-08-28,2001,240,8,Big
1175,23532105,BIG2,Big Creek,MONITOR,TA,08282001,10,10,Redd,631893,4996636,NA,2001-08-28,2001,240,8,Big
1176,23532105,BIG2,Big Creek,MONITOR,TA,08282001,11,11,Redd,631884,4996632,NA,2001-08-28,2001,240,8,Big
1177,23532105,BIG2,Big Creek,MONITOR,TA,08282001,12,12,Redd,631619,4996145,NA,2001-08-28,2001,240,8,Big
1178,23532105,BIG2,Big Creek,MONITOR,TA,08282001,13,13,Redd,631642,4996170,NA,2001-08-28,2001,240,8,Big
1179,23532105,BIG2,Big Creek,MONITOR,TA,08282001,14,14,Redd,631600,4996100,NA,2001-08-28,2001,240,8,Big
1180,23532105,BIG2,Big Creek,MONITOR,TA,08282001,15,15,Redd,631648,4996072,NA,2001-08-28,2001,240,8,Big
1181,23532105,BIG2,Big Creek,MONITOR,TA,08282001,16,16,Redd,631630,4996031,NA,2001-08-28,2001,240,8,Big
1182,23532105,BIG2,Big Creek,MONITOR,TA,08282001,17,17,Redd,631638,4996029,NA,2001-08-28,2001,240,8,Big
1183,23532105,BIG2,Big Creek,MONITOR,TA,08282001,18,18,Redd,631630,4995984,NA,2001-08-28,2001,240,8,Big
1184,23532105,BIG2,Big Creek,MONITOR,TA,08282001,19,19,Redd,631649,4995943,NA,2001-08-28,2001,240,8,Big
1185,23532105,BIG2,Big Creek,MONITOR,TA,08282001,20,20,Redd,631625,4995950,NA,2001-08-28,2001,240,8,Big
1186,23532105,BIG2,Big Creek,MONITOR,TA,08282001,21,21,Redd,631625,4995950,NA,2001-08-28,2001,240,8,Big
1187,23532105,BIG2,Big Creek,MONITOR,TA,08282001,22,22,Redd,631568,4995866,NA,2001-08-28,2001,240,8,Big
1188,23532105,BIG2,Big Creek,MONITOR,TA,08282001,23,23,Redd,631535,4995860,NA,2001-08-28,2001,240,8,Big
1189,23532105,BIG2,Big Creek,MONITOR,TA,08282001,24,24,Redd,631496,4995905,NA,2001-08-28,2001,240,8,Big
1190,23532105,BIG2,Big Creek,MONITOR,TA,08282001,25,25,Redd,631487,4995883,NA,2001-08-28,2001,240,8,Big
1191,23532105,BIG2,Big Creek,MONITOR,TA,08282001,26,26,Redd,631465,4995865,NA,2001-08-28,2001,240,8,Big
1192,23532105,BIG2,Big Creek,MONITOR,TA,08282001,27,27,Redd,631440,4995891,NA,2001-08-28,2001,240,8,Big
1193,23532105,BIG2,Big Creek,MONITOR,TA,08282001,28,28,Redd,631424,4995855,NA,2001-08-28,2001,240,8,Big
1194,23532105,BIG2,Big Creek,MONITOR,TA,08282001,29,29,Redd,631420,4995841,NA,2001-08-28,2001,240,8,Big
1195,23532105,BIG2,Big Creek,MONITOR,TA,08282001,30,30,Redd,631424,4995846,NA,2001-08-28,2001,240,8,Big
1196,23532105,BIG2,Big Creek,MONITOR,TA,08282001,31,31,Redd,631492,4995680,NA,2001-08-28,2001,240,8,Big
1197,23532105,BIG2,Big Creek,MONITOR,TA,08282001,32,32,Redd,631486,4995677,NA,2001-08-28,2001,240,8,Big
1198,23532105,BIG2,Big Creek,MONITOR,TA,08282001,33,33,Redd,631495,4995677,NA,2001-08-28,2001,240,8,Big
1199,23532105,BIG2,Big Creek,MONITOR,TA,08282001,34,34,Redd,631472,4995656,NA,2001-08-28,2001,240,8,Big
1200,23532105,BIG2,Big Creek,MONITOR,TA,08282001,35,35,Redd,631471,4995649,NA,2001-08-28,2001,240,8,Big
1201,23532105,BIG2,Big Creek,MONITOR,TA,08282001,36,36,Redd,631468,4995410,NA,2001-08-28,2001,240,8,Big
1202,23532105,BIG2,Big Creek,MONITOR,TA,08282001,37,37,Redd,631420,4995247,NA,2001-08-28,2001,240,8,Big
1203,23532105,BIG2,Big Creek,MONITOR,TA,08282001,38,38,Redd,631430,4995291,NA,2001-08-28,2001,240,8,Big
1204,23532105,BIG2,Big Creek,MONITOR,TA,08282001,39,39,Redd,631422,4995239,NA,2001-08-28,2001,240,8,Big
1205,23532105,BIG2,Big Creek,MONITOR,TA,08282001,40,40,Redd,631387,4995256,NA,2001-08-28,2001,240,8,Big
1206,23532105,BIG2,Big Creek,MONITOR,TA,08282001,41,41,Redd,631386,4995212,NA,2001-08-28,2001,240,8,Big
1207,23532105,BIG2,Big Creek,MONITOR,TA,08282001,42,42,Redd,631369,4995245,NA,2001-08-28,2001,240,8,Big
1208,23532105,BIG2,Big Creek,MONITOR,TA,08282001,43,43,Redd,631359,4995240,NA,2001-08-28,2001,240,8,Big
1209,23532105,BIG2,Big Creek,MONITOR,TA,08282001,44,44,Redd,631369,4995240,NA,2001-08-28,2001,240,8,Big
1210,23532105,BIG2,Big Creek,MONITOR,TA,08282001,45,45,Redd,631366,4995218,NA,2001-08-28,2001,240,8,Big
1211,23532105,BIG2,Big Creek,MONITOR,TA,08282001,46,46,Redd,631369,4995235,NA,2001-08-28,2001,240,8,Big
1212,23532105,BIG2,Big Creek,MONITOR,TA,08282001,47,47,Redd,631389,4995176,NA,2001-08-28,2001,240,8,Big
1213,23532105,BIG2,Big Creek,MONITOR,TA,08282001,48,48,Redd,631399,4995163,NA,2001-08-28,2001,240,8,Big
1214,23532105,BIG2,Big Creek,MONITOR,TA,08282001,49,49,Redd,631420,4995199,NA,2001-08-28,2001,240,8,Big
1215,23532105,BIG2,Big Creek,MONITOR,TA,08282001,50,50,Redd,631420,4995120,NA,2001-08-28,2001,240,8,Big
1216,23532105,BIG2,Big Creek,MONITOR,TA,08282001,51,51,Redd,631419,4995095,NA,2001-08-28,2001,240,8,Big
1217,23532105,BIG2,Big Creek,MONITOR,TA,08282001,52,52,Redd,631419,4995088,NA,2001-08-28,2001,240,8,Big
1218,23532105,BIG2,Big Creek,MONITOR,TA,08282001,53,53,Redd,631431,4995088,NA,2001-08-28,2001,240,8,Big
1219,23532105,BIG2,Big Creek,MONITOR,TA,08282001,54,54,Redd,631419,4995088,NA,2001-08-28,2001,240,8,Big
1220,23532107,BIG2,Big Creek,MONITOR,TA,08282001,55,55,Redd,631428,4995051,NA,2001-08-28,2001,240,8,Big
1221,23532107,BIG2,Big Creek,MONITOR,TA,08282001,56,56,Redd,631428,4995051,NA,2001-08-28,2001,240,8,Big
1222,23532107,BIG2,Big Creek,MONITOR,TA,08282001,57,57,Redd,631389,4995012,NA,2001-08-28,2001,240,8,Big
